Unnamed: 0,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life
1103,MSI,MSI Cyborg 15 A12UDX-1048IN Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::617407::computer::laptops,79990,Intel Core i7 (12th Gen),Intel,Not Expandable,16 GB , DDR5 RAM, 1.7 Ghz Processor,LCD,15.6 ,"GeForce RTX 3050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,no,
4159,Lenovo,Lenovo Thinkpad E15 (20TDS0RN00) Laptop (15 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD)::592625::computer::laptops,47990,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.0 Ghz Processor,LED,15 ,UHD,Intel,256 GB SSD Storage,No HDD,45,45W Adapter
4236,Lenovo,Lenovo Ideapad Slim 5i (82FG01K4IN) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::599885::computer::laptops,59900,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 2.4 Ghz Processor,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life
2870,MSI,MSI Modern 15 B12MO-817IN Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::618395::computer::laptops,42990,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,
4392,Dell,Dell Inspiron 15 5593 (C560520WIN9) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::583027::computer::laptops,61500,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LED,15.6 ,"Geforce MX230 GPU, 2 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,65,65W Adapter
1136,MSI,MSI Raider GE78 HX 14VIG-804IN Laptop (17 Inch | Core i9 14th Gen | 32 GB | Windows 11 | 2 TB SSD)::616831::computer::laptops,399990,Intel Core i9 (14th Gen),Intel,Not Expandable,32 GB , DDR5 RAM, 1.6 Ghz Processor,LCD,17 ,"GeForce RTX 4090 GPU, 16 GB",NVIDIA,2048 GB SSD Storage,No HDD,no,
2817,HP,HP 14-gr0001TU (A47CWPA) Laptop (14 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::1000019::computer::laptops,61999,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.7 Ghz Processor,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life
2373,ASUS,ASUS TUF Gaming F17 FX707ZC4-HX067W Laptop (17.3 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::612630::computer::laptops,73990,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.5 Ghz Processor,LCD,17.3 ,"GeForce RTX 3050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,200, Upto 6 Hrs Battery Life
1314,Acer,Acer Swift Edge OLED SFA16-41 (NX.KAASI.001) Laptop (16 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD)::598725::computer::laptops,124999,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 2.7 Ghz Processor,LED,16 ,Radeon,AMD,1024 GB SSD Storage,No HDD,65,65W Adapter
3638,HP,HP 15-di0000tx (9VX41PA) Laptop (15.6 Inch | Core i3 8th Gen | 4 GB | Windows 10 | 1 TB HDD)::582360::computer::laptops,36054,Intel Core i3 (8th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.2 Ghz Processor,LED,15.6 ,"Geforce MX110 GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,41,41W Adapter
19,ASUS,ASUS VivoBook 14 X415EA-EK322WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::596964::computer::laptops,36990,Intel Core i3 (11th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LCD,14 ,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
3493,Acer,Acer Aspire 5 A515-51G (NX.GVMSI.005) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | Linux | 1 TB HDD)::576721::computer::laptops,32651,Intel Core i5 (7th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6 ,"Geforce MX130 GPU, 2 GB",NVIDIA,NO SSD,1024 GB HDD Storage,65, Upto 7 Hrs Battery Life
4379,ASUS,ASUS Zenbook UX430UN-GV020T Laptop (14 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 512 GB SSD)::577429::computer::laptops,93990,Intel Core i7 (8th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.8 Ghz Processor,LED,14 ,"GeForce MX150 GPU, 2 GB",NVIDIA,512 GB SSD Storage,No HDD,50, Upto 9 Hrs Battery Life
578,Lenovo,Lenovo Thinkpad E15 (20TDS0T900) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 256 GB SSD)::597677::computer::laptops,41990,Intel Core i3 (11th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 3.0 Ghz Processor,LCD,15.6 ,UHD,Intel,256 GB SSD Storage,No HDD,65, Upto 10.8 Hrs Battery Life
696,Samsung,Samsung Galaxy Book 3 Pro NP940XFG-KC4IN Laptop (14 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::599454::computer::laptops,139990,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB RAM, RAM, 2.2 Ghz Processor,LED,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
3996,Dell,Dell Inspiron 13 5301 (D560378WIN9S) Laptop (13.3 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::583231::computer::laptops,64344,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,8 GB LP, LPDDR4X RAM , 4.2 Ghz Processor,LED,13.3 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,Upto 6 Hrs Battery Life
3432,Lenovo,Lenovo Ideapad Gaming 15ARH05 (82EY00UBIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::586170::computer::laptops,44611,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 3.0 Ghz Processor,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,135,135W Adapter
4042,ASUS,ASUS VivoBook 15 X515EA-BQ522TS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::592968::computer::laptops,53490,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.4 Ghz Processor,LED,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,no,
1582,Acer,Acer Nitro 5 AN515-54 (NH.Q59SI.014) Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::582235::computer::laptops,59990,Intel Core i5 (9th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.4 Ghz Processor,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,135, Upto 11 Hrs Battery Life
1023,HP,HP Omen 16-n0049AX (6H4N5PA) Laptop (16.1 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::597654::computer::laptops,125444,AMD Octa-Core Ryzen 7,AMD, 32 GB Expandable,16 GB , DDR5 RAM , 4.7 Ghz Processor,LCD,16.1 ,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,200, Upto 11.45 Hrs Battery Life
3285,ASUS,ASUS TUF FX504GM-EN017T Laptop (15.6 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD)::576761::computer::laptops,111990,Intel Core i7 (8th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.2 Ghz Processor,LED,15.6 ,"GeForce GTX 1060 GPU, 6 GB",NVIDIA,128 GB SSD Storage , 1024 GB HDD Storage,48,48W Adapter
2551,Acer,Acer Aspire 7 A715-5G (NH.QGBSI.003) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::597265::computer::laptops,52990,Intel Core i5 (12th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter
841,HP,HP Pavilion x360 14-dy1009TU (533T9PA) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::594335::computer::laptops,75900,Intel Core i5 (11th Gen),Intel, 4 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,14 ,Intel Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 12 Hrs Battery Life
3752,Dell,Dell Inspiron 15 3510 (D560717WIN9B) Laptop (15.6 Inch | Intel Pentium Quad Core | 4 GB | Windows 11 | 256 GB SSD)::597807::computer::laptops,35500,Intel Pentium Quad-Core,Intel, 16 GB Expandable,4 GB , DDR4 RAM , 1.1 Ghz Processor,LCD,15.6 ,Integrated,Intel,256 GB SSD Storage,No HDD,65,65W Adapter
249,Lenovo,Lenovo Ideapad 3 15ITL6 (82H800U5IN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 512 GB SSD)::587788::computer::laptops,35990,Intel Core i3 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.0 Ghz Processor,LED,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,65, Upto 7.5 Hrs Battery Life
2210,Fujitsu,Fujitsu CH Intel Evo 4ZR1H03552 Laptop (13.3 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::595576::computer::laptops,73990,Intel Core i5 (11th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 2.4 Ghz Processor,LED,13.3 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life
3758,LG,LG gram 14Z990-V Laptop (14 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 256 GB SSD)::575757::computer::laptops,52990,Intel Core i5 (8th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.6 Ghz Processor,LED,14 ,UHD 620,Intel,256 GB SSD Storage,No HDD,72, Upto 23.5 Hrs Battery Life
1885,HP,HP Pavilion 15-bc408tx (4WD03PA) Laptop (15.6 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD)::576907::computer::laptops,77990,Intel Core i7 (8th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.2 Ghz Processor,LED,15.6 ,"GeForce GTX 1050 GPU, 4 GB",NVIDIA,128 GB SSD Storage , 1024 GB HDD Storage,52,52W Adapter
2764,ASUS,ASUS ROG Zephyrus M16 GU603ZX-K8024WS Laptop (16 Inch | Core i9 12th Gen | 32 GB | Windows 11 | 2 TB SSD)::594716::computer::laptops,331990,Intel Core i9 (12th Gen),Intel,Not Expandable,32 GB , DDR4 RAM, 4.8 Ghz Processor,LCD,16 ,"GeForce RTX 3080 Ti GPU, 16 GB",NVIDIA,2048 GB SSD Storage,No HDD,90, Upto 10 Hrs Battery Life
4352,Dell,Dell Inspiron 15 3520 (D560877WIN9S) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::599443::computer::laptops,57890,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 3.3 Ghz Processor,LCD,15.6 ,"GeForce MX550 GPU, 2 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,45,45W Adapter
3845,Dell,Dell Inspiron 15 3585 (D560201WIN9S) Laptop (15 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::581869::computer::laptops,44855,AMD Quad-Core Ryzen 5,AMD, 16 GB Expandable,8 GB , DDR4 RAM , 2.0 Ghz Processor,LED,15 ,Radeon Vega 8,AMD,512 GB SSD Storage,No HDD,42,42W Adapter
2469,Lenovo,Lenovo Legion 5 Pro Gen 7 (82RG009AIN) Laptop (16 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD)::597842::computer::laptops,109990,AMD Octa-Core Ryzen 7,AMD, 32 GB Expandable,16 GB , DDR5 RAM , 3.1 Ghz Processor,LCD,16 ,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,230, Upto 9 Hrs Battery Life
2221,Lenovo,Lenovo Legion 5 Pro 16ACH6H (82JQ010EIN) Laptop (16 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::615105::computer::laptops,102990,AMD Octa-Core Ryzen 7,AMD, 32 GB Expandable,16 GB , DDR5 RAM , 3.1 Ghz Processor,LCD,16 ,"GeForce RTX 3060 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,130, Upto 6 Hrs Battery Life
1776,Lenovo,Lenovo Ideapad Slim 3i (81WE01PUIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::593671::computer::laptops,35871,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,15.6 ,Integrated,Intel,512 GB SSD Storage,No HDD,no,
3146,HP,HP ProBook 440 G6 (6PN86PA) Laptop (14 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD)::575647::computer::laptops,85000,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,14 ,UHD 620,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
1111,MSI,MSI Thin 15 B13UCX-1807IN Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::617401::computer::laptops,76990,Intel Core i5 (13th Gen),Intel, 64 GB Expandable,16 GB , DDR4 RAM , 1.5 Ghz Processor,LCD,15.6 ,"GeForce RTX 2050 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,
3855,Acer,Acer Travelmate P214-53 (UN.VPLSI.049) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::593719::computer::laptops,59989,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 2.4 Ghz Processor,LED,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,45,45W Adapter
499,ASUS,ASUS Vivobook 16X M1603QA-MB712WS Laptop (16 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::598394::computer::laptops,69490,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR4 RAM, 3.1 Ghz Processor,LCD,16 ,Radeon Vega 7,AMD,512 GB SSD Storage,No HDD,90, Upto 6 Hrs Battery Life
1018,Lenovo,Lenovo IdeaPad Flex 5 14ALC7 (82R9006DIN) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::599547::computer::laptops,84900,AMD Hexa-Core Ryzen 5,AMD, 16 GB Expandable,16 GB LP, LPDDR4X RAM , 2.1 Ghz Processor,LCD,14 ,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life
4375,MSI,MSI Vector GP77 13VG-055IN Laptop (17.3 Inch | Core i7 13th Gen | 32 GB | Windows 11 | 1 TB SSD)::611378::computer::laptops,194990,Intel Core i7 (13th Gen),Intel,Not Expandable,32 GB , DDR5 RAM, 3.4 Ghz Processor,LCD,17.3 ,"GeForce RTX 4070 GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,65,65W Adapter
3072,HP,HP Envy x360 13-bf0141TU (81B47PA) Laptop (13.3 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::612472::computer::laptops,107030,Intel Core i7 (12th Gen),Intel,Not Expandable,16 GB LP, LPDDR4X RAM, 4.7 Ghz Processor,LED,13.3 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter
4243,Lenovo,Lenovo V15 (82C700D4IH) Laptop (15.6 Inch | AMD Dual Core Athlon | 4 GB | DOS | 1 TB HDD)::583250::computer::laptops,29799,AMD Dual-Core Athlon,AMD,Not Expandable,4 GB , DDR4 RAM, 2.3 Ghz Processor,LED,15.6 ,Radeon,AMD,NO SSD,1024 GB HDD Storage,no,
676,Apple,Apple MacBook Pro M3 Pro MRX73HN/A Ultrabook (14.2 Inch | Apple M3 Pro | 18 GB | macOS Sonoma | 1 TB SSD)::614030::computer::laptops,239900,Apple M3 Pro,Apple,Not Expandable,18 GB RAM, RAM, 1.0 Ghz Processor,LCD,14.2 ,18-core GPU,Apple,1024 GB SSD Storage,No HDD,96, Upto 18 Hrs Battery Life
4102,Lenovo,Lenovo Ideapad 330 (81DE011UIN) Laptop (15.6 Inch | Core i3 7th Gen | 8 GB | Windows 10 | 1 TB HDD)::582226::computer::laptops,36990,Intel Core i3 (7th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.3 Ghz Processor,LED,15.6 ,"Radeon 530 GPU, 2 GB",AMD,NO SSD,1024 GB HDD Storage,35,35W Adapter
1289,HP,HP Spectre x360 16-f2002TU (7Y6U8PA) Laptop (16 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 1 TB SSD)::600691::computer::laptops,147199,Intel Core i7 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 4.8 Ghz Processor,LCD,16 ,UHD,Intel,1024 GB SSD Storage,No HDD,90,90W Adapter
1227,MSI,MSI Bravo 15 C7VEK-088IN Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 1 TB SSD)::615192::computer::laptops,94990,AMD Octa-Core Ryzen 7,AMD, 64 GB Expandable,16 GB , DDR5 RAM , 3.1 Ghz Processor,LCD,15.6 ,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,200, Upto 3 Hrs Battery Life
1490,HP,HP Pavilion 14-ce2064tx (6XA74PA) Laptop (14 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::575552::computer::laptops,61990,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.6 Ghz Processor,LED,14 ,"GeForce MX250 GPU, 2 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,65,65W Adapter
4008,ASUS,ASUS Vivobook X507UA-EJ366T Laptop (15.6 Inch | Core i3 7th Gen | 8 GB | Windows 10 | 1 TB HDD)::580212::computer::laptops,31490,Intel Core i3 (7th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.3 Ghz Processor,LED,15.6 ,HD 620,Intel,NO SSD,1024 GB HDD Storage,no,
1605,HP,HP 15s-eq0007au (9VX05PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 256 GB SSD)::575439::computer::laptops,28999,AMD Dual-Core Ryzen 3,AMD,Not Expandable,4 GB , DDR4 RAM, 2.6 Ghz Processor,LED,15.6 ,Radeon Vega 3,AMD,256 GB SSD Storage,No HDD,41,41W Adapter
4295,ASUS,ASUS ROG Strix Scar 17 G733ZW-LL139WS Laptop (17.3 Inch | Core i9 12th Gen | 32 GB | Windows 11 | 1 TB SSD)::595303::computer::laptops,245990,Intel Core i9 (12th Gen),Intel, 64 GB Expandable,32 GB , DDR5 RAM , 2.5 Ghz Processor,LCD,17.3 ,"GeForce RTX 3070 Ti GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,280,280W Adapter
1373,ASUS,ASUS VivoBook 15 X1504VA-NJ544WS Laptop (15.6 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::612638::computer::laptops,58990,Intel Core i5 (13th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 1.3 Ghz Processor,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,45, Upto 6 Hrs Battery Life
4291,HP,HP 250 G7 (1W5G0PA) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 512 GB SSD)::594418::computer::laptops,56496,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 3.4 Ghz Processor,LCD,15.6 ,UHD,Intel,512 GB SSD Storage,No HDD,41, Upto 6 Hrs Battery Life
3202,Lenovo,Lenovo V15 IGL (82C3A00DIH) Laptop (15.6 Inch | Intel Celeron Dual Core | 4 GB | Windows 11 | 256 GB SSD)::597678::computer::laptops,25900,Intel Celeron Dual-Core Processor,Intel,Not Expandable,4 GB , DDR4 RAM,0,LCD,15.6 ,Integrated,Intel,256 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life
1684,HP,HP 15s-du3032TU (309J0PA) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD)::583426::computer::laptops,53490,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LED,15.6 ,Iris X,Intel,NO SSD,1024 GB HDD Storage,65,65W Adapter
180,Apple,Apple MacBook Pro M1 Pro MKGQ3HN/A Ultrabook (14.2 Inch | Apple M1 Pro | 16 GB | macOS Monterey | 1 TB SSD)::597798::computer::laptops,219990,2.3 Ghz Processor,2.3, 32 GB Expandable,16 GB RAM , RAM ,0,LCD,14.2 ,M1,Apple,1024 GB SSD Storage,No HDD,67, Upto 17 Hrs Battery Life
1787,HP,HP 15-bw098au (2FK35PA) Laptop (15.6 Inch | AMD Dual Core E2 | 4 GB | DOS | 1 TB HDD)::577663::computer::laptops,18990,AMD Dual-Core E1 APU,AMD,Not Expandable,4 GB , DDR4 RAM, 1.5 Ghz Processor,LED,15.6 ,Radeon R2,AMD,NO SSD,1024 GB HDD Storage,41,41W Adapter
1020,ASUS,ASUS TUF Gaming A17 FA777XU-HX026WS Laptop (17.3 Inch | AMD Octa Core Ryzen 9 | 16 GB | Windows 11 | 1 TB SSD)::611386::computer::laptops,142890,AMD Octa-Core Ryzen 9,AMD, 32 GB Expandable,16 GB , DDR5 RAM , 4.8 Ghz Processor,LCD,17.3 ,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,1024 GB SSD Storage,No HDD,240,240W Adapter
3622,ASUS,ASUS TUF FX505DT-BQ596T Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::581093::computer::laptops,78990,AMD Quad-Core Ryzen 5,AMD,Not Expandable,8 GB , DDR4 RAM, 2.1 Ghz Processor,LED,15.6 ,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,48,48W Adapter
3224,HP,HP 15q-bu031tu (4NE18PA) Laptop (15.6 Inch | Celeron Dual Core | 4 GB | Windows 10 | 1 TB HDD)::577047::computer::laptops,24820,Intel Celeron Dual-Core,Intel, 8 GB Expandable,4 GB , DDR3 RAM , 1.6 Ghz Processor,LED,15.6 ,HD 400,Intel,NO SSD,1024 GB HDD Storage,41,41W Adapter
4283,Lenovo,Lenovo Thinkpad X390 (20Q0S1ET00) Laptop (13.3 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 512 GB SSD)::582153::computer::laptops,89990,Intel Core i7 (8th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.9 Ghz Processor,LED,13.3 ,UHD,Intel,512 GB SSD Storage,No HDD,48,48W Adapter
936,ASUS,ASUS Vivobook 16 M1605YA-MB741WS Laptop (16 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::600113::computer::laptops,54990,AMD Octa-Core Ryzen 7,AMD,Not Expandable,16 GB , DDR4 RAM, 2.0 Ghz Processor,LCD,16 ,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter
2017,ASUS,ASUS Chromebook C223NA-GJ0074 Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 32 GB SSD)::587835::computer::laptops,17999,Intel Celeron Dual-Core,Intel, 32 GB Expandable,4 GB LP, LPDDR4X RAM , 1.1 Ghz Processor,LED,11.6 ,HD 500,Intel,32 GB SSD Storage,No HDD,45,45W Adapter
3320,Acer,Acer Aspire 7 A715-41G-R6S8 (NH.Q8DSI.001) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD)::583034::computer::laptops,72990,AMD Quad-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 2.1 Ghz Processor,LED,15.6 ,"Geforce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter
1977,Lenovo,Lenovo Yoga Slim 6i 14IAP8 (82WU0095IN) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD)::615376::computer::laptops,69999,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,16 GB LP, LPDDR5 RAM , 1.2 Ghz Processor,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life
2367,ASUS,ASUS TUF Dash F15 FX516PE-HN087TS Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD)::598278::computer::laptops,99000,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 3.1 Ghz Processor,LCD,15.6 ,"GeForce RTX 3050 Ti GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,180,180W Adapter
113,Acer,Acer Aspire 7 A715-42G (UN.QAYSI.016) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD)::616119::computer::laptops,49490,AMD Hexa-Core Ryzen 5,AMD, 32 GB Expandable,8 GB , DDR4 RAM , 2.1 Ghz Processor,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,135,135W Adapter
4170,Dell,Dell XPS 13 9370 (A560022WIN9) Laptop (13.3 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 256 GB SSD)::577339::computer::laptops,101775,Intel Core i5 (8th Gen),Intel,Not Expandable,8 GB LP, LPDDR3 RAM, 1.6 Ghz Processor,LED,13.3 ,UHD 620,Intel,256 GB SSD Storage,No HDD,52,52W Adapter
2862,ASUS,ASUS VivoBook S15 OLED S5506MA-MA752WS Laptop (15.6 Inch | Core Ultra 7 | 16 GB | Windows 11 | 1 TB SSD)::617824::computer::laptops,111990,Intel Core Ultra 7,Intel,Not Expandable,16 GB LP, LPDDR5X RAM, 1.4 Ghz Processor,LED,15.6 ,Arc,Intel,1024 GB SSD Storage,No HDD,90,90W Adapter
